dni,nombre,cuenta,moneda,monto,bic,concepto,cargos
10009147,BENEFICIARIO 09147,001000009147,PEN,6687.81,CITIPEPLXXX,PAGO PROVEEDOR 09147,SHA
10009148,BENEFICIARIO 09148,001000009148,PEN,6688.54,BCPLPEPLXXX,PAGO PROVEEDOR 09148,OUR
10009149,BENEFICIARIO 09149,001000009149,PEN,6689.27,BINPPEPLXXX,PAGO PROVEEDOR 09149,BEN
10009150,BENEFICIARIO 09150,001000009150,USD,6690.00,SCBLPEPLXXX,PAGO PROVEEDOR 09150,SHA
10009151,BENEFICIARIO 09151,001000009151,PEN,6690.73,CITIPEPLXXX,PAGO PROVEEDOR 09151,OUR
10009152,BENEFICIARIO 09152,001000009152,PEN,6691.46,BCPLPEPLXXX,PAGO PROVEEDOR 09152,BEN
10009153,BENEFICIARIO 09153,001000009153,PEN,6692.19,BINPPEPLXXX,PAGO PROVEEDOR 09153,SHA
10009154,BENEFICIARIO 09154,001000009154,PEN,6692.92,SCBLPEPLXXX,PAGO PROVEEDOR 09154,OUR
10009155,BENEFICIARIO 09155,001000009155,USD,6693.65,CITIPEPLXXX,PAGO PROVEEDOR 09155,BEN
10009156,BENEFICIARIO 09156,001000009156,PEN,6694.38,BCPLPEPLXXX,PAGO PROVEEDOR 09156,SHA
10009157,BENEFICIARIO 09157,001000009157,PEN,6695.11,BINPPEPLXXX,PAGO PROVEEDOR 09157,OUR
10009158,BENEFICIARIO 09158,001000009158,PEN,6695.84,SCBLPEPLXXX,PAGO PROVEEDOR 09158,BEN
10009159,BENEFICIARIO 09159,001000009159,PEN,6696.57,CITIPEPLXXX,PAGO PROVEEDOR 09159,SHA
10009160,BENEFICIARIO 09160,001000009160,USD,6697.30,BCPLPEPLXXX,PAGO PROVEEDOR 09160,OUR
10009161,BENEFICIARIO 09161,001000009161,PEN,6698.03,BINPPEPLXXX,PAGO PROVEEDOR 09161,BEN
10009162,BENEFICIARIO 09162,001000009162,PEN,6698.76,SCBLPEPLXXX,PAGO PROVEEDOR 09162,SHA
10009163,BENEFICIARIO 09163,001000009163,PEN,6699.49,CITIPEPLXXX,PAGO PROVEEDOR 09163,OUR
10009164,BENEFICIARIO 09164,001000009164,PEN,6700.22,BCPLPEPLXXX,PAGO PROVEEDOR 09164,BEN
10009165,BENEFICIARIO 09165,001000009165,USD,6700.95,BINPPEPLXXX,PAGO PROVEEDOR 09165,SHA
10009166,BENEFICIARIO 09166,001000009166,PEN,6701.68,SCBLPEPLXXX,PAGO PROVEEDOR 09166,OUR
10009167,BENEFICIARIO 09167,001000009167,PEN,6702.41,CITIPEPLXXX,PAGO PROVEEDOR 09167,BEN
10009168,BENEFICIARIO 09168,001000009168,PEN,6703.14,BCPLPEPLXXX,PAGO PROVEEDOR 09168,SHA
10009169,BENEFICIARIO 09169,001000009169,PEN,6703.87,BINPPEPLXXX,PAGO PROVEEDOR 09169,OUR
10009170,BENEFICIARIO 09170,001000009170,USD,6704.60,SCBLPEPLXXX,PAGO PROVEEDOR 09170,BEN
10009171,BENEFICIARIO 09171,001000009171,PEN,6705.33,CITIPEPLXXX,PAGO PROVEEDOR 09171,SHA
10009172,BENEFICIARIO 09172,001000009172,PEN,6706.06,BCPLPEPLXXX,PAGO PROVEEDOR 09172,OUR
10009173,BENEFICIARIO 09173,001000009173,PEN,6706.79,BINPPEPLXXX,PAGO PROVEEDOR 09173,BEN
10009174,BENEFICIARIO 09174,001000009174,PEN,6707.52,SCBLPEPLXXX,PAGO PROVEEDOR 09174,SHA
10009175,BENEFICIARIO 09175,001000009175,USD,6708.25,CITIPEPLXXX,PAGO PROVEEDOR 09175,OUR
10009176,BENEFICIARIO 09176,001000009176,PEN,6708.98,BCPLPEPLXXX,PAGO PROVEEDOR 09176,BEN
10009177,BENEFICIARIO 09177,001000009177,PEN,6709.71,BINPPEPLXXX,PAGO PROVEEDOR 09177,SHA
10009178,BENEFICIARIO 09178,001000009178,PEN,6710.44,SCBLPEPLXXX,PAGO PROVEEDOR 09178,OUR
10009179,BENEFICIARIO 09179,001000009179,PEN,6711.17,CITIPEPLXXX,PAGO PROVEEDOR 09179,BEN
10009180,BENEFICIARIO 09180,001000009180,USD,6711.90,BCPLPEPLXXX,PAGO PROVEEDOR 09180,SHA
10009181,BENEFICIARIO 09181,001000009181,PEN,6712.63,BINPPEPLXXX,PAGO PROVEEDOR 09181,OUR
10009182,BENEFICIARIO 09182,001000009182,PEN,6713.36,SCBLPEPLXXX,PAGO PROVEEDOR 09182,BEN
10009183,BENEFICIARIO 09183,001000009183,PEN,6714.09,CITIPEPLXXX,PAGO PROVEEDOR 09183,SHA
10009184,BENEFICIARIO 09184,001000009184,PEN,6714.82,BCPLPEPLXXX,PAGO PROVEEDOR 09184,OUR
10009185,BENEFICIARIO 09185,001000009185,USD,6715.55,BINPPEPLXXX,PAGO PROVEEDOR 09185,BEN
10009186,BENEFICIARIO 09186,001000009186,PEN,6716.28,SCBLPEPLXXX,PAGO PROVEEDOR 09186,SHA
10009187,BENEFICIARIO 09187,001000009187,PEN,6717.01,CITIPEPLXXX,PAGO PROVEEDOR 09187,OUR
10009188,BENEFICIARIO 09188,001000009188,PEN,6717.74,BCPLPEPLXXX,PAGO PROVEEDOR 09188,BEN
10009189,BENEFICIARIO 09189,001000009189,PEN,6718.47,BINPPEPLXXX,PAGO PROVEEDOR 09189,SHA
10009190,BENEFICIARIO 09190,001000009190,USD,6719.20,SCBLPEPLXXX,PAGO PROVEEDOR 09190,OUR
10009191,BENEFICIARIO 09191,001000009191,PEN,6719.93,CITIPEPLXXX,PAGO PROVEEDOR 09191,BEN
10009192,BENEFICIARIO 09192,001000009192,PEN,6720.66,BCPLPEPLXXX,PAGO PROVEEDOR 09192,SHA
10009193,BENEFICIARIO 09193,001000009193,PEN,6721.39,BINPPEPLXXX,PAGO PROVEEDOR 09193,OUR
10009194,BENEFICIARIO 09194,001000009194,PEN,6722.12,SCBLPEPLXXX,PAGO PROVEEDOR 09194,BEN
10009195,BENEFICIARIO 09195,001000009195,USD,6722.85,CITIPEPLXXX,PAGO PROVEEDOR 09195,SHA
10009196,BENEFICIARIO 09196,001000009196,PEN,6723.58,BCPLPEPLXXX,PAGO PROVEEDOR 09196,OUR
10009197,BENEFICIARIO 09197,001000009197,PEN,6724.31,BINPPEPLXXX,PAGO PROVEEDOR 09197,BEN
10009198,BENEFICIARIO 09198,001000009198,PEN,6725.04,SCBLPEPLXXX,PAGO PROVEEDOR 09198,SHA
10009199,BENEFICIARIO 09199,001000009199,PEN,6725.77,CITIPEPLXXX,PAGO PROVEEDOR 09199,OUR
10009200,BENEFICIARIO 09200,001000009200,USD,6726.50,BCPLPEPLXXX,PAGO PROVEEDOR 09200,BEN
10009201,BENEFICIARIO 09201,001000009201,PEN,6727.23,BINPPEPLXXX,PAGO PROVEEDOR 09201,SHA
10009202,BENEFICIARIO 09202,001000009202,PEN,6727.96,SCBLPEPLXXX,PAGO PROVEEDOR 09202,OUR
10009203,BENEFICIARIO 09203,001000009203,PEN,6728.69,CITIPEPLXXX,PAGO PROVEEDOR 09203,BEN
10009204,BENEFICIARIO 09204,001000009204,PEN,6729.42,BCPLPEPLXXX,PAGO PROVEEDOR 09204,SHA
10009205,BENEFICIARIO 09205,001000009205,USD,6730.15,BINPPEPLXXX,PAGO PROVEEDOR 09205,OUR
10009206,BENEFICIARIO 09206,001000009206,PEN,6730.88,SCBLPEPLXXX,PAGO PROVEEDOR 09206,BEN
10009207,BENEFICIARIO 09207,001000009207,PEN,6731.61,CITIPEPLXXX,PAGO PROVEEDOR 09207,SHA
10009208,BENEFICIARIO 09208,001000009208,PEN,6732.34,BCPLPEPLXXX,PAGO PROVEEDOR 09208,OUR
10009209,BENEFICIARIO 09209,001000009209,PEN,6733.07,BINPPEPLXXX,PAGO PROVEEDOR 09209,BEN
10009210,BENEFICIARIO 09210,001000009210,USD,6733.80,SCBLPEPLXXX,PAGO PROVEEDOR 09210,SHA
10009211,BENEFICIARIO 09211,001000009211,PEN,6734.53,CITIPEPLXXX,PAGO PROVEEDOR 09211,OUR
10009212,BENEFICIARIO 09212,001000009212,PEN,6735.26,BCPLPEPLXXX,PAGO PROVEEDOR 09212,BEN
10009213,BENEFICIARIO 09213,001000009213,PEN,6735.99,BINPPEPLXXX,PAGO PROVEEDOR 09213,SHA
10009214,BENEFICIARIO 09214,001000009214,PEN,6736.72,SCBLPEPLXXX,PAGO PROVEEDOR 09214,OUR
10009215,BENEFICIARIO 09215,001000009215,USD,6737.45,CITIPEPLXXX,PAGO PROVEEDOR 09215,BEN
10009216,BENEFICIARIO 09216,001000009216,PEN,6738.18,BCPLPEPLXXX,PAGO PROVEEDOR 09216,SHA
10009217,BENEFICIARIO 09217,001000009217,PEN,6738.91,BINPPEPLXXX,PAGO PROVEEDOR 09217,OUR
10009218,BENEFICIARIO 09218,001000009218,PEN,6739.64,SCBLPEPLXXX,PAGO PROVEEDOR 09218,BEN
10009219,BENEFICIARIO 09219,001000009219,PEN,6740.37,CITIPEPLXXX,PAGO PROVEEDOR 09219,SHA
10009220,BENEFICIARIO 09220,001000009220,USD,6741.10,BCPLPEPLXXX,PAGO PROVEEDOR 09220,OUR
10009221,BENEFICIARIO 09221,001000009221,PEN,6741.83,BINPPEPLXXX,PAGO PROVEEDOR 09221,BEN
10009222,BENEFICIARIO 09222,001000009222,PEN,6742.56,SCBLPEPLXXX,PAGO PROVEEDOR 09222,SHA
10009223,BENEFICIARIO 09223,001000009223,PEN,6743.29,CITIPEPLXXX,PAGO PROVEEDOR 09223,OUR
10009224,BENEFICIARIO 09224,001000009224,PEN,6744.02,BCPLPEPLXXX,PAGO PROVEEDOR 09224,BEN
10009225,BENEFICIARIO 09225,001000009225,USD,6744.75,BINPPEPLXXX,PAGO PROVEEDOR 09225,SHA
10009226,BENEFICIARIO 09226,001000009226,PEN,6745.48,SCBLPEPLXXX,PAGO PROVEEDOR 09226,OUR
10009227,BENEFICIARIO 09227,001000009227,PEN,6746.21,CITIPEPLXXX,PAGO PROVEEDOR 09227,BEN
10009228,BENEFICIARIO 09228,001000009228,PEN,6746.94,BCPLPEPLXXX,PAGO PROVEEDOR 09228,SHA
10009229,BENEFICIARIO 09229,001000009229,PEN,6747.67,BINPPEPLXXX,PAGO PROVEEDOR 09229,OUR
10009230,BENEFICIARIO 09230,001000009230,USD,6748.40,SCBLPEPLXXX,PAGO PROVEEDOR 09230,BEN
10009231,BENEFICIARIO 09231,001000009231,PEN,6749.13,CITIPEPLXXX,PAGO PROVEEDOR 09231,SHA
10009232,BENEFICIARIO 09232,001000009232,PEN,6749.86,BCPLPEPLXXX,PAGO PROVEEDOR 09232,OUR
10009233,BENEFICIARIO 09233,001000009233,PEN,6750.59,BINPPEPLXXX,PAGO PROVEEDOR 09233,BEN
10009234,BENEFICIARIO 09234,001000009234,PEN,6751.32,SCBLPEPLXXX,PAGO PROVEEDOR 09234,SHA
10009235,BENEFICIARIO 09235,001000009235,USD,6752.05,CITIPEPLXXX,PAGO PROVEEDOR 09235,OUR
10009236,BENEFICIARIO 09236,001000009236,PEN,6752.78,BCPLPEPLXXX,PAGO PROVEEDOR 09236,BEN
10009237,BENEFICIARIO 09237,001000009237,PEN,6753.51,BINPPEPLXXX,PAGO PROVEEDOR 09237,SHA
10009238,BENEFICIARIO 09238,001000009238,PEN,6754.24,SCBLPEPLXXX,PAGO PROVEEDOR 09238,OUR
10009239,BENEFICIARIO 09239,001000009239,PEN,6754.97,CITIPEPLXXX,PAGO PROVEEDOR 09239,BEN
10009240,BENEFICIARIO 09240,001000009240,USD,6755.70,BCPLPEPLXXX,PAGO PROVEEDOR 09240,SHA
10009241,BENEFICIARIO 09241,001000009241,PEN,6756.43,BINPPEPLXXX,PAGO PROVEEDOR 09241,OUR
10009242,BENEFICIARIO 09242,001000009242,PEN,6757.16,SCBLPEPLXXX,PAGO PROVEEDOR 09242,BEN
10009243,BENEFICIARIO 09243,001000009243,PEN,6757.89,CITIPEPLXXX,PAGO PROVEEDOR 09243,SHA
10009244,BENEFICIARIO 09244,001000009244,PEN,6758.62,BCPLPEPLXXX,PAGO PROVEEDOR 09244,OUR
10009245,BENEFICIARIO 09245,001000009245,USD,6759.35,BINPPEPLXXX,PAGO PROVEEDOR 09245,BEN
10009246,BENEFICIARIO 09246,001000009246,PEN,6760.08,SCBLPEPLXXX,PAGO PROVEEDOR 09246,SHA
10009247,BENEFICIARIO 09247,001000009247,PEN,6760.81,CITIPEPLXXX,PAGO PROVEEDOR 09247,OUR
10009248,BENEFICIARIO 09248,001000009248,PEN,6761.54,BCPLPEPLXXX,PAGO PROVEEDOR 09248,BEN
10009249,BENEFICIARIO 09249,001000009249,PEN,6762.27,BINPPEPLXXX,PAGO PROVEEDOR 09249,SHA
10009250,BENEFICIARIO 09250,001000009250,USD,6763.00,SCBLPEPLXXX,PAGO PROVEEDOR 09250,OUR
10009251,BENEFICIARIO 09251,001000009251,PEN,6763.73,CITIPEPLXXX,PAGO PROVEEDOR 09251,BEN
10009252,BENEFICIARIO 09252,001000009252,PEN,6764.46,BCPLPEPLXXX,PAGO PROVEEDOR 09252,SHA
10009253,BENEFICIARIO 09253,001000009253,PEN,6765.19,BINPPEPLXXX,PAGO PROVEEDOR 09253,OUR
10009254,BENEFICIARIO 09254,001000009254,PEN,6765.92,SCBLPEPLXXX,PAGO PROVEEDOR 09254,BEN
10009255,BENEFICIARIO 09255,001000009255,USD,6766.65,CITIPEPLXXX,PAGO PROVEEDOR 09255,SHA
10009256,BENEFICIARIO 09256,001000009256,PEN,6767.38,BCPLPEPLXXX,PAGO PROVEEDOR 09256,OUR
10009257,BENEFICIARIO 09257,001000009257,PEN,6768.11,BINPPEPLXXX,PAGO PROVEEDOR 09257,BEN
10009258,BENEFICIARIO 09258,001000009258,PEN,6768.84,SCBLPEPLXXX,PAGO PROVEEDOR 09258,SHA
10009259,BENEFICIARIO 09259,001000009259,PEN,6769.57,CITIPEPLXXX,PAGO PROVEEDOR 09259,OUR
10009260,BENEFICIARIO 09260,001000009260,USD,6770.30,BCPLPEPLXXX,PAGO PROVEEDOR 09260,BEN
10009261,BENEFICIARIO 09261,001000009261,PEN,6771.03,BINPPEPLXXX,PAGO PROVEEDOR 09261,SHA
10009262,BENEFICIARIO 09262,001000009262,PEN,6771.76,SCBLPEPLXXX,PAGO PROVEEDOR 09262,OUR
10009263,BENEFICIARIO 09263,001000009263,PEN,6772.49,CITIPEPLXXX,PAGO PROVEEDOR 09263,BEN
10009264,BENEFICIARIO 09264,001000009264,PEN,6773.22,BCPLPEPLXXX,PAGO PROVEEDOR 09264,SHA
10009265,BENEFICIARIO 09265,001000009265,USD,6773.95,BINPPEPLXXX,PAGO PROVEEDOR 09265,OUR
10009266,BENEFICIARIO 09266,001000009266,PEN,6774.68,SCBLPEPLXXX,PAGO PROVEEDOR 09266,BEN
10009267,BENEFICIARIO 09267,001000009267,PEN,6775.41,CITIPEPLXXX,PAGO PROVEEDOR 09267,SHA
10009268,BENEFICIARIO 09268,001000009268,PEN,6776.14,BCPLPEPLXXX,PAGO PROVEEDOR 09268,OUR
10009269,BENEFICIARIO 09269,001000009269,PEN,6776.87,BINPPEPLXXX,PAGO PROVEEDOR 09269,BEN
10009270,BENEFICIARIO 09270,001000009270,USD,6777.60,SCBLPEPLXXX,PAGO PROVEEDOR 09270,SHA
10009271,BENEFICIARIO 09271,001000009271,PEN,6778.33,CITIPEPLXXX,PAGO PROVEEDOR 09271,OUR
10009272,BENEFICIARIO 09272,001000009272,PEN,6779.06,BCPLPEPLXXX,PAGO PROVEEDOR 09272,BEN
10009273,BENEFICIARIO 09273,001000009273,PEN,6779.79,BINPPEPLXXX,PAGO PROVEEDOR 09273,SHA
10009274,BENEFICIARIO 09274,001000009274,PEN,6780.52,SCBLPEPLXXX,PAGO PROVEEDOR 09274,OUR
10009275,BENEFICIARIO 09275,001000009275,USD,6781.25,CITIPEPLXXX,PAGO PROVEEDOR 09275,BEN
10009276,BENEFICIARIO 09276,001000009276,PEN,6781.98,BCPLPEPLXXX,PAGO PROVEEDOR 09276,SHA
10009277,BENEFICIARIO 09277,001000009277,PEN,6782.71,BINPPEPLXXX,PAGO PROVEEDOR 09277,OUR
10009278,BENEFICIARIO 09278,001000009278,PEN,6783.44,SCBLPEPLXXX,PAGO PROVEEDOR 09278,BEN
10009279,BENEFICIARIO 09279,001000009279,PEN,6784.17,CITIPEPLXXX,PAGO PROVEEDOR 09279,SHA
10009280,BENEFICIARIO 09280,001000009280,USD,6784.90,BCPLPEPLXXX,PAGO PROVEEDOR 09280,OUR
10009281,BENEFICIARIO 09281,001000009281,PEN,6785.63,BINPPEPLXXX,PAGO PROVEEDOR 09281,BEN
10009282,BENEFICIARIO 09282,001000009282,PEN,6786.36,SCBLPEPLXXX,PAGO PROVEEDOR 09282,SHA
10009283,BENEFICIARIO 09283,001000009283,PEN,6787.09,CITIPEPLXXX,PAGO PROVEEDOR 09283,OUR
10009284,BENEFICIARIO 09284,001000009284,PEN,6787.82,BCPLPEPLXXX,PAGO PROVEEDOR 09284,BEN
10009285,BENEFICIARIO 09285,001000009285,USD,6788.55,BINPPEPLXXX,PAGO PROVEEDOR 09285,SHA
10009286,BENEFICIARIO 09286,001000009286,PEN,6789.28,SCBLPEPLXXX,PAGO PROVEEDOR 09286,OUR
10009287,BENEFICIARIO 09287,001000009287,PEN,6790.01,CITIPEPLXXX,PAGO PROVEEDOR 09287,BEN
10009288,BENEFICIARIO 09288,001000009288,PEN,6790.74,BCPLPEPLXXX,PAGO PROVEEDOR 09288,SHA
10009289,BENEFICIARIO 09289,001000009289,PEN,6791.47,BINPPEPLXXX,PAGO PROVEEDOR 09289,OUR
10009290,BENEFICIARIO 09290,001000009290,USD,6792.20,SCBLPEPLXXX,PAGO PROVEEDOR 09290,BEN
10009291,BENEFICIARIO 09291,001000009291,PEN,6792.93,CITIPEPLXXX,PAGO PROVEEDOR 09291,SHA
10009292,BENEFICIARIO 09292,001000009292,PEN,6793.66,BCPLPEPLXXX,PAGO PROVEEDOR 09292,OUR
10009293,BENEFICIARIO 09293,001000009293,PEN,6794.39,BINPPEPLXXX,PAGO PROVEEDOR 09293,BEN
10009294,BENEFICIARIO 09294,001000009294,PEN,6795.12,SCBLPEPLXXX,PAGO PROVEEDOR 09294,SHA
10009295,BENEFICIARIO 09295,001000009295,USD,6795.85,CITIPEPLXXX,PAGO PROVEEDOR 09295,OUR
10009296,BENEFICIARIO 09296,001000009296,PEN,6796.58,BCPLPEPLXXX,PAGO PROVEEDOR 09296,BEN
10009297,BENEFICIARIO 09297,001000009297,PEN,6797.31,BINPPEPLXXX,PAGO PROVEEDOR 09297,SHA
10009298,BENEFICIARIO 09298,001000009298,PEN,6798.04,SCBLPEPLXXX,PAGO PROVEEDOR 09298,OUR
10009299,BENEFICIARIO 09299,001000009299,PEN,6798.77,CITIPEPLXXX,PAGO PROVEEDOR 09299,BEN
10009300,BENEFICIARIO 09300,001000009300,USD,6799.50,BCPLPEPLXXX,PAGO PROVEEDOR 09300,SHA
10009301,BENEFICIARIO 09301,001000009301,PEN,6800.23,BINPPEPLXXX,PAGO PROVEEDOR 09301,OUR
10009302,BENEFICIARIO 09302,001000009302,PEN,6800.96,SCBLPEPLXXX,PAGO PROVEEDOR 09302,BEN
10009303,BENEFICIARIO 09303,001000009303,PEN,6801.69,CITIPEPLXXX,PAGO PROVEEDOR 09303,SHA
10009304,BENEFICIARIO 09304,001000009304,PEN,6802.42,BCPLPEPLXXX,PAGO PROVEEDOR 09304,OUR
10009305,BENEFICIARIO 09305,001000009305,USD,6803.15,BINPPEPLXXX,PAGO PROVEEDOR 09305,BEN
10009306,BENEFICIARIO 09306,001000009306,PEN,6803.88,SCBLPEPLXXX,PAGO PROVEEDOR 09306,SHA
10009307,BENEFICIARIO 09307,001000009307,PEN,6804.61,CITIPEPLXXX,PAGO PROVEEDOR 09307,OUR
10009308,BENEFICIARIO 09308,001000009308,PEN,6805.34,BCPLPEPLXXX,PAGO PROVEEDOR 09308,BEN
10009309,BENEFICIARIO 09309,001000009309,PEN,6806.07,BINPPEPLXXX,PAGO PROVEEDOR 09309,SHA
10009310,BENEFICIARIO 09310,001000009310,USD,6806.80,SCBLPEPLXXX,PAGO PROVEEDOR 09310,OUR
10009311,BENEFICIARIO 09311,001000009311,PEN,6807.53,CITIPEPLXXX,PAGO PROVEEDOR 09311,BEN
10009312,BENEFICIARIO 09312,001000009312,PEN,6808.26,BCPLPEPLXXX,PAGO PROVEEDOR 09312,SHA
10009313,BENEFICIARIO 09313,001000009313,PEN,6808.99,BINPPEPLXXX,PAGO PROVEEDOR 09313,OUR
10009314,BENEFICIARIO 09314,001000009314,PEN,6809.72,SCBLPEPLXXX,PAGO PROVEEDOR 09314,BEN
10009315,BENEFICIARIO 09315,001000009315,USD,6810.45,CITIPEPLXXX,PAGO PROVEEDOR 09315,SHA
10009316,BENEFICIARIO 09316,001000009316,PEN,6811.18,BCPLPEPLXXX,PAGO PROVEEDOR 09316,OUR
10009317,BENEFICIARIO 09317,001000009317,PEN,6811.91,BINPPEPLXXX,PAGO PROVEEDOR 09317,BEN
10009318,BENEFICIARIO 09318,001000009318,PEN,6812.64,SCBLPEPLXXX,PAGO PROVEEDOR 09318,SHA
10009319,BENEFICIARIO 09319,001000009319,PEN,6813.37,CITIPEPLXXX,PAGO PROVEEDOR 09319,OUR
10009320,BENEFICIARIO 09320,001000009320,USD,6814.10,BCPLPEPLXXX,PAGO PROVEEDOR 09320,BEN
10009321,BENEFICIARIO 09321,001000009321,PEN,6814.83,BINPPEPLXXX,PAGO PROVEEDOR 09321,SHA
10009322,BENEFICIARIO 09322,001000009322,PEN,6815.56,SCBLPEPLXXX,PAGO PROVEEDOR 09322,OUR
10009323,BENEFICIARIO 09323,001000009323,PEN,6816.29,CITIPEPLXXX,PAGO PROVEEDOR 09323,BEN
10009324,BENEFICIARIO 09324,001000009324,PEN,6817.02,BCPLPEPLXXX,PAGO PROVEEDOR 09324,SHA
10009325,BENEFICIARIO 09325,001000009325,USD,6817.75,BINPPEPLXXX,PAGO PROVEEDOR 09325,OUR
10009326,BENEFICIARIO 09326,001000009326,PEN,6818.48,SCBLPEPLXXX,PAGO PROVEEDOR 09326,BEN
10009327,BENEFICIARIO 09327,001000009327,PEN,6819.21,CITIPEPLXXX,PAGO PROVEEDOR 09327,SHA
10009328,BENEFICIARIO 09328,001000009328,PEN,6819.94,BCPLPEPLXXX,PAGO PROVEEDOR 09328,OUR
10009329,BENEFICIARIO 09329,001000009329,PEN,6820.67,BINPPEPLXXX,PAGO PROVEEDOR 09329,BEN
10009330,BENEFICIARIO 09330,001000009330,USD,6821.40,SCBLPEPLXXX,PAGO PROVEEDOR 09330,SHA
10009331,BENEFICIARIO 09331,001000009331,PEN,6822.13,CITIPEPLXXX,PAGO PROVEEDOR 09331,OUR
10009332,BENEFICIARIO 09332,001000009332,PEN,6822.86,BCPLPEPLXXX,PAGO PROVEEDOR 09332,BEN
10009333,BENEFICIARIO 09333,001000009333,PEN,6823.59,BINPPEPLXXX,PAGO PROVEEDOR 09333,SHA
10009334,BENEFICIARIO 09334,001000009334,PEN,6824.32,SCBLPEPLXXX,PAGO PROVEEDOR 09334,OUR
10009335,BENEFICIARIO 09335,001000009335,USD,6825.05,CITIPEPLXXX,PAGO PROVEEDOR 09335,BEN
10009336,BENEFICIARIO 09336,001000009336,PEN,6825.78,BCPLPEPLXXX,PAGO PROVEEDOR 09336,SHA
10009337,BENEFICIARIO 09337,001000009337,PEN,6826.51,BINPPEPLXXX,PAGO PROVEEDOR 09337,OUR
10009338,BENEFICIARIO 09338,001000009338,PEN,6827.24,SCBLPEPLXXX,PAGO PROVEEDOR 09338,BEN
10009339,BENEFICIARIO 09339,001000009339,PEN,6827.97,CITIPEPLXXX,PAGO PROVEEDOR 09339,SHA
10009340,BENEFICIARIO 09340,001000009340,USD,6828.70,BCPLPEPLXXX,PAGO PROVEEDOR 09340,OUR
10009341,BENEFICIARIO 09341,001000009341,PEN,6829.43,BINPPEPLXXX,PAGO PROVEEDOR 09341,BEN
10009342,BENEFICIARIO 09342,001000009342,PEN,6830.16,SCBLPEPLXXX,PAGO PROVEEDOR 09342,SHA
10009343,BENEFICIARIO 09343,001000009343,PEN,6830.89,CITIPEPLXXX,PAGO PROVEEDOR 09343,OUR
10009344,BENEFICIARIO 09344,001000009344,PEN,6831.62,BCPLPEPLXXX,PAGO PROVEEDOR 09344,BEN
10009345,BENEFICIARIO 09345,001000009345,USD,6832.35,BINPPEPLXXX,PAGO PROVEEDOR 09345,SHA
10009346,BENEFICIARIO 09346,001000009346,PEN,6833.08,SCBLPEPLXXX,PAGO PROVEEDOR 09346,OUR
10009347,BENEFICIARIO 09347,001000009347,PEN,6833.81,CITIPEPLXXX,PAGO PROVEEDOR 09347,BEN
10009348,BENEFICIARIO 09348,001000009348,PEN,6834.54,BCPLPEPLXXX,PAGO PROVEEDOR 09348,SHA
10009349,BENEFICIARIO 09349,001000009349,PEN,6835.27,BINPPEPLXXX,PAGO PROVEEDOR 09349,OUR
10009350,BENEFICIARIO 09350,001000009350,USD,6836.00,SCBLPEPLXXX,PAGO PROVEEDOR 09350,BEN
10009351,BENEFICIARIO 09351,001000009351,PEN,6836.73,CITIPEPLXXX,PAGO PROVEEDOR 09351,SHA
10009352,BENEFICIARIO 09352,001000009352,PEN,6837.46,BCPLPEPLXXX,PAGO PROVEEDOR 09352,OUR
10009353,BENEFICIARIO 09353,001000009353,PEN,6838.19,BINPPEPLXXX,PAGO PROVEEDOR 09353,BEN
10009354,BENEFICIARIO 09354,001000009354,PEN,6838.92,SCBLPEPLXXX,PAGO PROVEEDOR 09354,SHA
10009355,BENEFICIARIO 09355,001000009355,USD,6839.65,CITIPEPLXXX,PAGO PROVEEDOR 09355,OUR
10009356,BENEFICIARIO 09356,001000009356,PEN,6840.38,BCPLPEPLXXX,PAGO PROVEEDOR 09356,BEN
10009357,BENEFICIARIO 09357,001000009357,PEN,6841.11,BINPPEPLXXX,PAGO PROVEEDOR 09357,SHA
10009358,BENEFICIARIO 09358,001000009358,PEN,6841.84,SCBLPEPLXXX,PAGO PROVEEDOR 09358,OUR
10009359,BENEFICIARIO 09359,001000009359,PEN,6842.57,CITIPEPLXXX,PAGO PROVEEDOR 09359,BEN
10009360,BENEFICIARIO 09360,001000009360,USD,6843.30,BCPLPEPLXXX,PAGO PROVEEDOR 09360,SHA
10009361,BENEFICIARIO 09361,001000009361,PEN,6844.03,BINPPEPLXXX,PAGO PROVEEDOR 09361,OUR
10009362,BENEFICIARIO 09362,001000009362,PEN,6844.76,SCBLPEPLXXX,PAGO PROVEEDOR 09362,BEN
10009363,BENEFICIARIO 09363,001000009363,PEN,6845.49,CITIPEPLXXX,PAGO PROVEEDOR 09363,SHA
10009364,BENEFICIARIO 09364,001000009364,PEN,6846.22,BCPLPEPLXXX,PAGO PROVEEDOR 09364,OUR
10009365,BENEFICIARIO 09365,001000009365,USD,6846.95,BINPPEPLXXX,PAGO PROVEEDOR 09365,BEN
10009366,BENEFICIARIO 09366,001000009366,PEN,6847.68,SCBLPEPLXXX,PAGO PROVEEDOR 09366,SHA
10009367,BENEFICIARIO 09367,001000009367,PEN,6848.41,CITIPEPLXXX,PAGO PROVEEDOR 09367,OUR
10009368,BENEFICIARIO 09368,001000009368,PEN,6849.14,BCPLPEPLXXX,PAGO PROVEEDOR 09368,BEN
10009369,BENEFICIARIO 09369,001000009369,PEN,6849.87,BINPPEPLXXX,PAGO PROVEEDOR 09369,SHA
10009370,BENEFICIARIO 09370,001000009370,USD,6850.60,SCBLPEPLXXX,PAGO PROVEEDOR 09370,OUR
